id,type,url,domain,name,mission_statement,rater
org3634.htm,"Arts, Culture, Humanities : Performing Arts",http://www.acttheatre.org,acttheatre.org,A Contemporary Theatre,"A Contemporary Theatre (ACT) brings the best in contemporary theatre to Seattle's most discerning and daring audiences. It is what we do. Since 1965, ACT has probed cultural boundaries, tackled social issues and penetrated hearts. ACT made history as the first theatre in Seattle dedicated to producing contemporary plays, and we're still making history as the most welcoming development house for new plays around. With our multiple stages and diversity of work, ACT keeps you intimately involved with new theatre. From its original base of 300 subscribers, ACT has grown into a nationally recognized theatre serving nearly 8,000 subscribers. Since 1998, six of ACT's world premiere plays have gone on to New York as ACT productions. ",n
org9255.htm,"Arts, Culture, Humanities : Performing Arts",http://composersforum.org/,composersforum.org,American Composers Forum,"The American Composers Forum is committed to supporting composers and developing new markets for their music. Through granting, commissioning, and performance programs, the Forum provides composers at all stages of their careers with valuable resources for professional and artistic development. By linking communities with composers and performers, the Forum fosters a demand for new music, enriches communities, and helps develop the next generation of composers, musicians, and music patrons. Founded in 1973 as the Minnesota Composers Forum, the organization has grown from an innovative regional initiative into one of the nation's premier composer service organizations, reaching composers and communities in all 50 states. ",n
org15542.htm,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.bandgclub.org,bandgclub.org,Boys & Girls Club of Burlington,"The Boys & Girls Club of Burlington has been serving the children and youth of Chittenden County since 1942. The Club was started as a place for boys who needed constructive alternatives to hanging out on Burlington street corners. As the years progressed, the Club evolved its membership to include girls as well as boys from very diverse racial, economic, ethnic and religious backgrounds. Today, the Club reaches children and youth through its many programs and constant outreach activities from two locations in the Old North End of Burlington.   The mission of the Boys and Girls Club of Burlington is to inspire and enable community youth, especially those who need us most, to realize their full potential as productive, healthy, responsible and caring citizens. ",n
org12873.htm,Health : Medical Research,http://www.bvgh.org,bvgh.org,BIO Ventures for Global Health,"BIO Ventures for Global Health (BVGH) works to save lives by accelerating the development of novel drugs, vaccines, and diagnostics coming from the biotechnology industry that address the unmet medical needs of the developing world. We work at the crossroads of biotechnology and global health to find the common ground between the goals of the global health community and the pragmatic needs of companies. We engage companies to drive partnerships and invest in global health initiatives that result in the new drugs, vaccines, and diagnostics that will save lives in poor countries. ",n
org15025.htm,Education : Other Education Programs and Services,http://www.mikvachallenge.org/,mikvachallenge.org,Mikva Challenge,"Mikva Challenge develops youth to be informed, empowered, and active citizens and community leaders. We do this by engaging youth in action civics, an authentic and transformative learning process built on youth voice and youth expertise. We help low-income Chicago youth become meaningful actors in politics and, by doing so, we honor the Mikvas' decades of inspiring young adults to embark on careers in public service and politics. Since 2000, Mikva Challenge has trained over 40,000 young people through our elections, activism and policymaking programs. Through the Mikva process, young people connect with peers, adults and political issues, strategize about how to win their issue or campaign and take action to become real political participants. ",n
org3478.htm,International : Development and Relief Services,https://www.childrenincorporated.org,childrenincorporated.org,Children Incorporated,"Founded in 1964, Children Incorporated (CI) is an international organization assisting children of all races and creeds, administering to their physical, emotional, and educational needs. It is the aim of CI to continue assisting and cooperating with other organizations and institutions throughout the world which are dedicated to the maintenance, support, education and welfare of needy children, and the maintenance and education of young adults seeking higher education, enabling them to become responsible citizens of the global community. CI assists approximately 20,000 children annually, in over 300 projects in 22 countries around the world. ",n
org3392.htm,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.bbg.org,bbg.org,Brooklyn Botanic Garden,"Growing from its humble beginnings as an ash dump in the late 1800s, Brooklyn Botanic Garden (BBG) has come to represent the very best in urban gardening and horticultural display. Its mission is to connect people to the world of plants, fostering delight and curiosity while inspiring an appreciation and sense of stewardship of the environment. In the Garden, in its community, and well beyond, BBG inspires people of all ages through the conservation, display, and enjoyment of plants; with educational programs that emphasize learning by doing; and with research focused on understanding and conserving regional plants and plant communities. ",n
org3502.htm,International : Development and Relief Services,http://www.unbound.org,unbound.org,Unbound,Unbound's mission is to walk with the poor and marginalized of the world. ,n
org9829.htm,Human Services : Homeless Services,http://wsm.org/,wsm.org,Water Street Ministries,"Since 1905 our purpose has been to advance the kingdom of God through the gospel of Jesus Christ and to do missionary, relief, and rescue work of all kinds. As the only year-round emergency shelter in Lancaster, PA, we believe homes, jobs and support are three critical answers for individuals who find themselves in the traumatic crisis of homelessness. However, to truly end cycles of homelessness, we have a vision to help individuals come to know lasting, life transformation. Then, they can break out of lifestyles that may have led to their homelessness. ",n
org9882.htm,Health : Patient and Family Support,http://www.rmhc-detroit.org/,rmhc-detroit.org,Ronald McDonald House Charities of Southeastern Michigan,"Believing that every child deserves a safe and supportive place to grow, Ronald McDonald House Charities of Southeastern Michigan creates, finds and supports programs that directly improve the health and well being of children. We fulfill our mission by providing a home-away-from-home for families of seriously ill children, managing programs that help deliver health services to children in under-served communities, and by providing grants to nonprofit organizations for programs that enable seriously ill children to live happier, healthier lives. ",n
org3389.htm,Community Development : Fundraising,http://www.broadwaycares.org,broadwaycares.org,Broadway Cares/Equity Fights AIDS,"Broadway Cares/Equity Fights AIDS (BC/EFA) is one of the nation's leading industry-based, nonprofit AIDS fundraising and grant making organizations. By drawing upon the talents, resources, and generosity of the American theatre community, since 1988 BC/EFA has raised over $195 million for essential services for people with AIDS and other critical illnesses across the United States.   BC/EFA is the major supporter of seven programs at The Actors' Fund, including The HIV/AIDS Initiative, The Phyllis Newman Women's Health Initiative, The Al Hirschfeld Free Health Clinic and more.  BC/EFA also awards annual grants to more than 400 AIDS and family service organizations nationwide. ",n
org14309.htm,Human Services : Homeless Services,http://emergencyshelterfoxvalley.org/,emergencyshelterfoxvalley.org,Emergency Shelter of the Fox Valley,"Emergency Shelter of the Fox Valley's mission is to provide temporary shelter to homeless individuals and families in a safe environment, while providing guidance to those both homeless and at-risk that promotes independence. The Emergency Shelter of the Fox Valley maintains a low rate of repeat clients compared to other shelters. The Emergency Shelter of the Fox Valley's proactive prevention program is designed to help those who are on the verge of becoming homeless. ",n
org5443.htm,"Health : Diseases, Disorders, and Disciplines",http://www.nmac.org,nmac.org,National Minority AIDS Council,"The National Minority AIDS Council develops leadership in communities of color to address the challenges of HIV/AIDS. Since 1987, NMAC has advanced its mission through a variety of public policy education programs; national conferences; treatment and research programs and trainings; electronic and printed resource materials; and a website: www.nmac.org. NMAC represents a coalition of 3,000 faith- and community-based organizations and AIDS service organizations delivering HIV/AIDS services in communities of color nationwide. ",n
org14552.htm,Human Services : Social Services,http://www.swchristiancare.org/,swchristiancare.org,Southwest Christian Care,"Southwest Christian Care works to glorify God as guardians of the sanctity and dignity of life by providing physical, emotional, and spiritual care to our patients and their families and offer hope based on faith in Jesus Christ as Lord of life and death. We serve people from all walks of life, without regard to economic status, race or religion. We provide place where our patients and their family members can find inner peace and be strengthened and supported. Whether we are serving a terminally ill patient in hospice, providing respite for a child with special needs or giving special love and attention to seniors, our goal is to offer the very best care possible in a nurturing and accepting environment. ",n
org8640.htm,Human Services : Multipurpose Human Service Organizations,http://www.soct.org/,soct.org,Special Olympics Connecticut,"Since 1969, Special Olympics Connecticut (SOCT) has provided year-round sports training and athletic competition for adults and children with intellectual disabilities. SOCT provides many vital programs, including the Unified Sports Program; the Connecticut Association of Schools/Connecticut Interscholastic Athletic Conference partnership; the Masters Sports Program for athletes 40 and older; and the Officials Program for Athletes. SOCT serves 8,984 athletes throughout the state. In order to provide the most inclusive and meaningful school and community based sports training and competition for its 5,292 athletes with intellectual disabilities, SOCT opens its doors and offers the opportunity to an additional 3,692 athletes who train and compete as partners alongside their peers with intellectual disabilities. ",n
org9305.htm,Environment : Environmental Protection and Conservation,http://www.mtsgreenway.org,mtsgreenway.org,Mountains to Sound Greenway Trust,"Created in 1991, Mountains to Sound Greenway Trust protects and enhances a 100-mile corridor of permanent open space lands along Interstate 90 from Seattle to Central Washington. The Greenway embraces city parks and trails, wildlife habitat, working and protected forests, recreational opportunities in nature, local history, scenic beauty, tourism and educational activities that promote a balance between population growth, and a healthy environment. The Greenway Trust does not own land - instead, we work with public agencies and land conservation organizations to find funding and willing sellers to create this connected green landscape. ",n
org14557.htm,Human Services : Homeless Services,http://www.ministrywithcommunity.org/,ministrywithcommunity.org,Ministry With Community,"Ministry with Community works to improve lives by providing food, daytime shelter and other services to people in Kalamazoo struggling with homelessness, poverty, mental illness and other challenges. Ministry with Community was founded in 1978 by a small group of people led by Dorothy Markusse. The mission continues: to improve lives by providing food, daytime shelter, and other services to people in Kalamazoo struggling with homelessness, poverty, mental illness and other challenges. Through community cooperation, we provide these services in an atmosphere of dignity, hope and unconditional acceptance. ",n
org9855.htm,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.girlsincmemphis.org,girlsincmemphis.org,Girls Inc. of Memphis,"Girls Incorporated is a national youth organization dedicated to inspiring all girls to be strong, smart and bold. For more than 60 years, Girls Inc. of Memphis has responded to the changing needs of girls through programs, research and advocacy designed to build girls' skills and self-confidence. Girls Inc. of Memphis offers informal educational programs in six core areas: careers and life planning, health and sexuality, leadership and community action, sports and adventure, self-reliance and life skills, and culture and heritage. ",n
org9282.htm,Education : Other Education Programs and Services,http://ya-or.org,ya-or.org,Young Audiences of Oregon & SW Washington,"Founded in 1958, Young Audiences of Oregon & SW Washington has evolved from presenting only a few classical music performances to currently providing a roster of over 200 skilled residency and performing artists with programs in multiple artistic disciplines and cultures. We connect these artists with classroom teachers and together they use the arts to make learning come alive for their students. Our mission is to enhance children's learning with creative resources from the arts community. Through Young Audiences' Run For The Arts, schools raise the funds that make it possible to bring artists into their classrooms, pay for field trips to see performances and exhibitions and purchase art supplies. ",n
org11096.htm,International : Development and Relief Services,http://www.timmyglobalhealth.org,timmyglobalhealth.org,Timmy Global Health,"Timmy Global Health expands access to healthcare and empowers students and volunteers to tackle today's most pressing global health challenges. To achieve this goal, Timmy sends medical service teams to support the work of international partner organizations, channels financial, medical, and human resources to community based health and development projects, and works to empower students at U.S. high schools and colleges to fundraise, advocate, and serve in an effort to fight health disparities at home and abroad. ",n
org5087.htm,Health : Treatment and Prevention Services,http://www.teenchallengetc.com/,teenchallengetc.com,Teen Challenge Training Center,"Teen Challenge Training Center has been offering faith-based, residential recovery services since 1958. Teen Challenge has faith-based recovery centers located in Pennsylvania, New York State and North Carolina. At Teen Challenge we teach principles with purpose. Through biblical principles we help our students define who they are and provide them with the tools needed to assist them in the process of recovery. A rigorous and regimented program Teen Challenge offers both personal growth and group studies and counseling. A variety of vocational training programs are available varying according to center location. ",n
org8390.htm,Human and Civil Rights : Advocacy and Education,http://www.pflag.org/,pflag.org,PFLAG,"Founded in 1972, PFLAG (Parents, Families and Friends of Lesbians and Gays) promotes the health and well-being of gay, lesbian, bisexual and transgender persons, their families and friends through: support, to cope with an adverse society; education, to enlighten an ill-informed public; and advocacy, to end discrimination and to secure equal civil rights. PFLAG provides opportunity for dialogue about sexual orientation and gender identity, and acts to create a society that is healthy and respectful of human diversity. ",n
org15374.htm,"Arts, Culture, Humanities : Museums",http://mocanomi.org/,mocanomi.org,Museum of Contemporary Art North Miami,"Founded in 1981, the Museum of Contemporary Art (MOCA) is dedicated to making contemporary art accessible to diverse audiences - especially underserved populations - through the collection, preservation and exhibition of the best of contemporary art and its art historical influences. The Museum of Contemporary Art is known for its provocative and innovative exhibitions, and for seeking a fresh approach in examining the art of our time. The museum maintains an active exhibition schedule, presenting 8 to 10 exhibitions annually. ",n
org11503.htm,Health : Treatment and Prevention Services,http://teenchallengetx.org/,teenchallengetx.org,Teen Challenge of Texas,"Teen Challenge of Texas provides adults and families with an effective and comprehensive Christian faith-based solution to life-controlling drug and alcohol problems in order for them to become productive members of society. By applying Biblical principles, Teen Challenge endeavors to help people become mentally sound, emotionally balanced, socially adjusted, physically well, and spiritually alive. Teen Challenge came to Texas in 1968, with the opening of the San Antonio campus, then called the Westwood Center. Teen Challenge of Texas now operates five campuses in Texas in the San Antonio, Houston, and Dallas/Fort Worth areas. ",n
org10811.htm,Education : Other Education Programs and Services,http://www.collegetrack.org/,collegetrack.org,College Track,"College Track is the catalyst for change for under-resourced high school students who are motivated to earn a college degree. Since its inception, College Track has grown each year, strengthening its services and expanding its program to support more and more students. College Track is an after-school, college preparatory program. Through our center-based approach and core service areas, College Track has created a culture of high expectations. We ensure that each student is college ready and provide support that many students do not have in their homes or at their schools. Together, these components make a powerful, comprehensive program that empowers students to achieve their dream of a college education. ",n
org9864.htm,Religion : Religious Activities,http://www.go-ministries.org/,go-ministries.org,G.O. Ministries,"Incorporated in 1996, G.O. Ministries is a Christian organization dedicated to the ministry of short-term missions and the development of partnerships of ministry. Our goal is to recruit, equip and coordinate people for short-term mission adventures that will mutually challenge each participant and support the inspiring efforts of National Christian leaders abroad. G.O. Ministries was established after its founder, Brook Brotzman, traveled to the Dominican Republic and Haiti and witnessed the extreme poverty and spiritual oppression there. In 2006, G.O. Ministries expanded into Mongolia, Colombia, Belize, and beyond. ",n
org14064.htm,Religion : Religious Activities,http://www.rce-international.org/,rce-international.org,Resourcing Christian Education International,"The purpose of Resourcing Christian Education International (RCE) is to serve Christian education ministries in their mission of providing exceptional educational opportunities with a Biblical foundation and Christian worldview. As we partner with and assist educational institutions that range from traditional primary and secondary education schools to Christian colleges, seminaries and adult education centers, our goal is to serve them and their staff so that they can excel in the ministries to which God has called them! ",n
org5213.htm,Animals : Zoos and Aquariums,http://www.aquariumofpacific.org,aquariumofpacific.org,Aquarium of the Pacific,"The Aquarium's mission is to instill a sense of wonder, respect and stewardship for the Pacific Ocean, its inhabitants and ecosystems, by involving the community, the region, and the nation in engaging, educational, and empowering exhibits and programs. Our vision is to create the first aquarium, and perhaps the first institution, in the world dedicated to conserving and building Natural Capital (Nature and Nature's services) by building Social Capital (the interactions between and among peoples). Opened in 1998 and located on the urban waterfront in Long Beach, California, the Aquarium of the Pacific hosts approximately 1.5 million visitors each year. The 156,000 square foot campus houses over 11,000 animal inhabitants of the Pacific Ocean, which provide the foundation for all Aquarium activities and serve as ambassadors for their animal counterparts in the wild. ",n
org12212.htm,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.womenoftomorrow.org/,womenoftomorrow.org,Women of Tomorrow Mentor & Scholarship Program,"Founded in 1997, the Women of Tomorrow Mentor & Scholarship Program (WOT) inspires, motivates and empowers young women to live up to their full potential through a unique mentoring program with highly accomplished professional women and scholarship opportunities. WOT is believed to be the only program of its kind in the country, pairing extremely accomplished professional women with small groups of at-risk teenage girls in public high schools for monthly mentoring sessions in a three to four year mentoring program. Women of Tomorrow currently operates in 43 Florida and 13 Metro Detroit cities serving over 2,500 at-risk young women annually in 130 public high schools with its network of over 350 highly accomplished professional women. Since the inception of its Scholarship Program in 2000, WOT has awarded over $3.2 million in scholarships to 1,186 WOT Mentees. ",n
org4711.htm,Education : Private Liberal Arts Colleges,http://www.washcoll.edu,washcoll.edu,Washington College,"Washington College holds a significant place in the history of American higher education. Our heritage as the first college of the new nation - founded in 1782 under the patronage of our nation's first president - lives on today in our commitment to educating confident citizens and leaders capable of advancing the democratic and civic traditions of our Founding Fathers. With a student-to-faculty ratio of 12-to-1, Washington College is passionate about providing students a truly personalized education, one that tests and stretches the limits of students' talents and potential. ",n
org13536.htm,"International : International Peace, Security, and Affairs",http://www.gmfus.org/,gmfus.org,German Marshall Fund of the US,"The German Marshall Fund of the United States (GMF) strengthens transatlantic cooperation on regional, national, and global challenges and opportunities in the spirit of the Marshall Plan. GMF does this by supporting individuals and institutions working in the transatlantic sphere, by convening leaders and members of the policy and business communities, by contributing research and analysis on transatlantic topics, and by providing exchange opportunities to foster renewed commitment to the transatlantic relationship. In addition, GMF supports a number of initiatives to strengthen democracies. ",n
org15069.htm,Community Development : Housing and Neighborhood Development,https://www.hfldetroit.org/,hfldetroit.org,Hebrew Free Loan of Metropolitan Detroit,"Founded in 1895, the Hebrew Free Loan of Metropolitan Detroit provides financial help to Jewish people in the state of Michigan through the lending of money without interest. We help people in accordance with the core Jewish values of respect, compassion and confidentiality. Hebrew Free Loan's biblical directive is to lend money without interest to help Jewish people have better lives. Our goal is to match that directive with the needs of the 21st century Metropolitan Detroit (and all of Michigan) Jewish Community. Today, we help first-generation Americans pay for college, couples afford an expensive adoption or fertility process, individuals who have recently been laid off to manage their bills, and the start of new business ventures. ",n
org12980.htm,Human Services : Social Services,http://www.sojournercenter.org/,sojournercenter.org,Sojourner Center,"Since 1977, Sojourner Center has provided shelter and support services to tens of thousands of women and children affected by domestic violence. Through empowerment, families discover hope and have the opportunity to build new futures free from violence. As one of the nation's largest domestic violence shelters, Sojourner Center is a tireless advocate for domestic violence victims and survivors. With the continued support of the community, Sojourner Center can help women and children overcome the impact of domestic violence, one life at a time. ",n
org12437.htm,Human and Civil Rights : Advocacy and Education,http://www.gbls.org,gbls.org,Greater Boston Legal Services,"Greater Boston Legal Services' (GBLS) mission is to help poor families and individuals secure some of the most basic necessities of life that have illegally or inappropriately been denied. Clients include: families seeking benefits to avoid destitution; women and children seeking protection against abuse; homeless families seeking emergency shelter and permanent affordable housing; low-income tenants facing inappropriate eviction; elders and people with disabilities seeking inappropriately denied income support and medical benefits; and victims of torture seeking asylum in the U.S. In addition to representing individuals and families, GBLS engages in systemic advocacy to bring about positive change for the poor. GBLS also represents community groups and provides community legal education.  Advocates provide advice and represent people in court, before agencies, and before city councils and the state legislature. In 2010, GBLS provided legal assistance to more than 15,000 clients. ",n
org12755.htm,Community Development : Fundraising,http://www.concernfoundation.org,concernfoundation.org,Concern Foundation,"Founded in 1968, Concern Foundation is a pioneer in funding Immunology Research worldwide. As a grassroots nonprofit based in Los Angeles, Concern Foundation is committed to funding cancer research scientists to further the advancements that are being made in conquering cancer. Concern also serve the local community of Los Angeles with multiple events a year to benefit children with cancer and their families. By hosting events at Universal Studios and Paramount Pictures, it is our goal to make sure kids with cancer have fun and create lasting memories with their families and restore a sense of normalcy while battling or having survived cancer. ",n
